/rdsdbbin/mysql/bin/mysqld, Version: 5.7.37-log (Source distribution). started with:
Tcp port: 3306  Unix socket: /tmp/mysql.sock
Time                 Id Command    Argument
2023-06-19T12:11:14.359539Z	    2 Connect	rdsadmin@localhost on  using TCP/IP
2023-06-19T12:37:04.599063Z	    2 Query	select count(*) from information_schema.routines where ROUTINE_SCHEMA <> 'mysql' and DEFINER = 'rdsadmin@localhost'
2023-06-19T12:37:04.603381Z	    2 Query	SELECT 1
2023-06-19T12:37:04.603889Z	    2 Query	select count(*) from performance_schema.global_variables
where variable_name = 'general_log_file'
and variable_value <> '/rdsdbdata/log/general/mysql-general.log'
and (select variable_value from performance_schema.global_variables where variable_name = 'character_set_filesystem') not in ('ucs2', 'utf16', 'utf32')
2023-06-19T12:37:04.606598Z	    2 Query	SELECT 1
2023-06-19T12:37:04.607160Z	    2 Query	select count(*) from performance_schema.global_variables
where variable_name = 'slow_query_log_file'
and variable_value <> '/rdsdbdata/log/slowquery/mysql-slowquery.log'
and (select variable_value from performance_schema.global_variables where variable_name = 'character_set_filesystem') not in ('ucs2', 'utf16', 'utf32')
2023-06-19T12:37:04.609297Z	    2 Query	SELECT 1
2023-06-19T12:37:04.609782Z	    2 Query	select count(*) from information_schema.events where definer = 'rdsadmin@localhost' and (EVENT_SCHEMA <> 'mysql' or (EVENT_SCHEMA = 'mysql' and EVENT_NAME not in ('ev_rds_gsh_collector', 'ev_rds_gsh_table_rotation', 'ev_gsh_collector', 'ev_gsh_table_rotation')))
2023-06-19T12:37:04.636131Z	    2 Query	SELECT 1
2023-06-19T12:37:04.636652Z	    2 Query	select lower(plugin_name) from information_schema.plugins
2023-06-19T12:37:04.651550Z	    2 Query	SELECT 1
2023-06-19T12:37:04.686953Z	    2 Query	select lower(plugin_name) from information_schema.plugins
2023-06-19T12:37:19.353947Z	    2 Query	SELECT 1
2023-06-19T12:37:19.354529Z	    2 Query	SELECT 1
2023-06-19T12:37:19.355451Z	    2 Query	SELECT 1
2023-06-19T12:37:19.355996Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:37:19.356773Z	    2 Query	SELECT 1
2023-06-19T12:37:19.357234Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:37:19.396228Z	    2 Query	SELECT 1
2023-06-19T12:37:19.396772Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:37:34.353914Z	    2 Query	SELECT 1
2023-06-19T12:37:34.354560Z	    2 Query	SELECT 1
2023-06-19T12:37:34.355490Z	    2 Query	SELECT 1
2023-06-19T12:37:34.356034Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:37:34.356812Z	    2 Query	SELECT 1
2023-06-19T12:37:34.357275Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:37:34.392922Z	    2 Query	SELECT 1
2023-06-19T12:37:34.393452Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:37:49.353516Z	    2 Query	SELECT 1
2023-06-19T12:37:49.354132Z	    2 Query	SELECT 1
2023-06-19T12:37:49.355017Z	    2 Query	SELECT 1
2023-06-19T12:37:49.355529Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:37:49.356279Z	    2 Query	SELECT 1
2023-06-19T12:37:49.356721Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:37:49.386810Z	    2 Query	SELECT 1
2023-06-19T12:37:49.387440Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:38:00.021940Z	    2 Query	SELECT 1
2023-06-19T12:38:00.090707Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:38:00.220813Z	    2 Query	SELECT 1
2023-06-19T12:38:00.265960Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:38:00.319891Z	    2 Query	SELECT 1
2023-06-19T12:38:00.335830Z	    2 Query	SELECT version()
2023-06-19T12:38:00.340802Z	    2 Query	SELECT 1
2023-06-19T12:38:00.342962Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:38:00.391715Z	    2 Query	SELECT 1
2023-06-19T12:38:00.409095Z	    2 Query	SELECT version()
2023-06-19T12:38:00.411155Z	    2 Query	SELECT 1
2023-06-19T12:38:00.411859Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:38:04.367544Z	    2 Query	SELECT 1
2023-06-19T12:38:04.368333Z	    2 Query	SELECT 1
2023-06-19T12:38:04.369219Z	    2 Query	SELECT 1
2023-06-19T12:38:04.369744Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:38:04.370485Z	    2 Query	SELECT 1
2023-06-19T12:38:04.370967Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:38:04.401297Z	    2 Query	SELECT 1
2023-06-19T12:38:04.401802Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:38:19.352249Z	    2 Query	SELECT 1
2023-06-19T12:38:19.352859Z	    2 Query	SELECT 1
2023-06-19T12:38:19.353766Z	    2 Query	SELECT 1
2023-06-19T12:38:19.354302Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:38:19.355156Z	    2 Query	SELECT 1
2023-06-19T12:38:19.355627Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:38:19.387110Z	    2 Query	SELECT 1
2023-06-19T12:38:19.387647Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:38:34.353734Z	    2 Query	SELECT 1
2023-06-19T12:38:34.354341Z	    2 Query	SELECT 1
2023-06-19T12:38:34.355213Z	    2 Query	SELECT 1
2023-06-19T12:38:34.355735Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:38:34.356482Z	    2 Query	SELECT 1
2023-06-19T12:38:34.356934Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:38:34.379636Z	   10 Connect	rdsadmin@localhost on  using Socket
2023-06-19T12:38:34.379696Z	   10 Statistics	
2023-06-19T12:38:34.382290Z	   10 Quit	
2023-06-19T12:38:34.410264Z	    2 Query	SELECT 1
2023-06-19T12:38:34.410798Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:38:49.353555Z	    2 Query	SELECT 1
2023-06-19T12:38:49.354112Z	    2 Query	SELECT 1
2023-06-19T12:38:49.354980Z	    2 Query	SELECT 1
2023-06-19T12:38:49.355486Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:38:49.356225Z	    2 Query	SELECT 1
2023-06-19T12:38:49.356663Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:38:49.387092Z	    2 Query	SELECT 1
2023-06-19T12:38:49.387603Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:39:00.019090Z	    2 Query	SELECT 1
2023-06-19T12:39:00.079767Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:39:00.190449Z	    2 Query	SELECT 1
2023-06-19T12:39:00.234240Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:39:00.282895Z	    2 Query	SELECT 1
2023-06-19T12:39:00.306286Z	    2 Query	SELECT version()
2023-06-19T12:39:00.311535Z	    2 Query	SELECT 1
2023-06-19T12:39:00.319717Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:39:00.331905Z	    2 Query	SELECT 1
2023-06-19T12:39:00.334087Z	    2 Query	SELECT version()
2023-06-19T12:39:00.350920Z	    2 Query	SELECT 1
2023-06-19T12:39:00.398803Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:39:04.353249Z	    2 Query	SELECT 1
2023-06-19T12:39:04.353778Z	    2 Query	SELECT 1
2023-06-19T12:39:04.354646Z	    2 Query	SELECT 1
2023-06-19T12:39:04.355215Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:39:04.355976Z	    2 Query	SELECT 1
2023-06-19T12:39:04.356447Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:39:04.387501Z	    2 Query	SELECT 1
2023-06-19T12:39:04.388038Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:39:19.354088Z	    2 Query	SELECT 1
2023-06-19T12:39:19.354663Z	    2 Query	SELECT 1
2023-06-19T12:39:19.355580Z	    2 Query	SELECT 1
2023-06-19T12:39:19.356101Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:39:19.356846Z	    2 Query	SELECT 1
2023-06-19T12:39:19.357291Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:39:19.387731Z	    2 Query	SELECT 1
2023-06-19T12:39:19.388243Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:39:34.353749Z	    2 Query	SELECT 1
2023-06-19T12:39:34.354321Z	    2 Query	SELECT 1
2023-06-19T12:39:34.355247Z	    2 Query	SELECT 1
2023-06-19T12:39:34.355789Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:39:34.356565Z	    2 Query	SELECT 1
2023-06-19T12:39:34.357025Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:39:34.389806Z	    2 Query	SELECT 1
2023-06-19T12:39:34.390358Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:39:49.353847Z	    2 Query	SELECT 1
2023-06-19T12:39:49.354443Z	    2 Query	SELECT 1
2023-06-19T12:39:49.355356Z	    2 Query	SELECT 1
2023-06-19T12:39:49.355927Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:39:49.356693Z	    2 Query	SELECT 1
2023-06-19T12:39:49.357149Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:39:49.387629Z	    2 Query	SELECT 1
2023-06-19T12:39:49.388080Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:40:00.047232Z	    2 Query	SELECT 1
2023-06-19T12:40:00.133118Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:40:00.275285Z	    2 Query	SELECT 1
2023-06-19T12:40:00.340788Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:40:00.458919Z	    2 Query	SELECT 1
2023-06-19T12:40:00.494634Z	    2 Query	SELECT version()
2023-06-19T12:40:00.518003Z	    2 Query	SELECT 1
2023-06-19T12:40:00.533916Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:40:00.542881Z	    2 Query	SELECT 1
2023-06-19T12:40:00.543544Z	    2 Query	SELECT @@session.transaction_read_only
2023-06-19T12:40:00.543868Z	    2 Query	flush logs
/rdsdbbin/mysql/bin/mysqld, Version: 5.7.37-log (Source distribution). started with:
Tcp port: 3306  Unix socket: /tmp/mysql.sock
Time                 Id Command    Argument
2023-06-19T12:40:00.613984Z	    2 Query	SELECT 1
2023-06-19T12:40:00.663572Z	    2 Query	SELECT version()
2023-06-19T12:40:00.707007Z	    2 Query	SELECT 1
2023-06-19T12:40:00.713748Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:40:04.353980Z	    2 Query	SELECT 1
2023-06-19T12:40:04.354599Z	    2 Query	SELECT 1
2023-06-19T12:40:04.355485Z	    2 Query	SELECT 1
2023-06-19T12:40:04.356010Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:40:04.356779Z	    2 Query	SELECT 1
2023-06-19T12:40:04.357220Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:40:04.387275Z	    2 Query	SELECT 1
2023-06-19T12:40:04.387773Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:40:19.353174Z	    2 Query	SELECT 1
2023-06-19T12:40:19.353695Z	    2 Query	SELECT 1
2023-06-19T12:40:19.354541Z	    2 Query	SELECT 1
2023-06-19T12:40:19.355088Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:40:19.355867Z	    2 Query	SELECT 1
2023-06-19T12:40:19.356311Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:40:19.387580Z	    2 Query	SELECT 1
2023-06-19T12:40:19.388122Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:40:34.354070Z	    2 Query	SELECT 1
2023-06-19T12:40:34.354635Z	    2 Query	SELECT 1
2023-06-19T12:40:34.355547Z	    2 Query	SELECT 1
2023-06-19T12:40:34.356096Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:40:34.356863Z	    2 Query	SELECT 1
2023-06-19T12:40:34.357321Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:40:34.388384Z	    2 Query	SELECT 1
2023-06-19T12:40:34.388905Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:40:49.353677Z	    2 Query	SELECT 1
2023-06-19T12:40:49.354224Z	    2 Query	SELECT 1
2023-06-19T12:40:49.355098Z	    2 Query	SELECT 1
2023-06-19T12:40:49.355623Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:40:49.356355Z	    2 Query	SELECT 1
2023-06-19T12:40:49.356807Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:40:49.387665Z	    2 Query	SELECT 1
2023-06-19T12:40:49.388181Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:40:56.245001Z	    4 Query	BEGIN
2023-06-19T12:40:56.245174Z	    4 Query	INSERT INTO mysql.rds_heartbeat2(id, value) values (1,1687178456202) ON DUPLICATE KEY UPDATE value = 1687178456202
2023-06-19T12:40:56.245190Z	    4 Query	COMMIT /* implicit, from Xid_log_event */
2023-06-19T12:41:00.020202Z	    2 Query	SELECT 1
2023-06-19T12:41:00.081585Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:41:00.200862Z	    2 Query	SELECT 1
2023-06-19T12:41:00.246270Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:41:00.332136Z	    2 Query	SELECT 1
2023-06-19T12:41:00.348415Z	    2 Query	SELECT version()
2023-06-19T12:41:00.353439Z	    2 Query	SELECT 1
2023-06-19T12:41:00.355597Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:41:00.404806Z	    2 Query	SELECT 1
2023-06-19T12:41:00.422919Z	    2 Query	SELECT version()
2023-06-19T12:41:00.424384Z	    2 Query	SELECT 1
2023-06-19T12:41:00.424872Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:41:04.353415Z	    2 Query	SELECT 1
2023-06-19T12:41:04.354017Z	    2 Query	SELECT 1
2023-06-19T12:41:04.354908Z	    2 Query	SELECT 1
2023-06-19T12:41:04.355423Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:41:04.356170Z	    2 Query	SELECT 1
2023-06-19T12:41:04.356612Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:41:04.386729Z	    2 Query	SELECT 1
2023-06-19T12:41:04.387346Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:41:19.353788Z	    2 Query	SELECT 1
2023-06-19T12:41:19.354338Z	    2 Query	SELECT 1
2023-06-19T12:41:19.355261Z	    2 Query	SELECT 1
2023-06-19T12:41:19.355840Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:41:19.356624Z	    2 Query	SELECT 1
2023-06-19T12:41:19.357094Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:41:19.394416Z	    2 Query	SELECT 1
2023-06-19T12:41:19.394991Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:41:34.353188Z	    2 Query	SELECT 1
2023-06-19T12:41:34.353973Z	    2 Query	SELECT 1
2023-06-19T12:41:34.359536Z	    2 Query	SELECT 1
2023-06-19T12:41:34.360129Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:41:34.360895Z	    2 Query	SELECT 1
2023-06-19T12:41:34.361410Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:41:34.395923Z	    2 Query	SELECT 1
2023-06-19T12:41:34.396426Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:41:49.353459Z	    2 Query	SELECT 1
2023-06-19T12:41:49.353992Z	    2 Query	SELECT 1
2023-06-19T12:41:49.354861Z	    2 Query	SELECT 1
2023-06-19T12:41:49.355373Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:41:49.356122Z	    2 Query	SELECT 1
2023-06-19T12:41:49.356561Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:41:49.390537Z	    2 Query	SELECT 1
2023-06-19T12:41:49.391073Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:41:50.141719Z	   11 Connect	admin@10.0.10.140 on  using SSL/TLS
2023-06-19T12:41:50.142949Z	   11 Query	select @@version_comment limit 1
2023-06-19T12:42:00.073776Z	    2 Query	SELECT 1
2023-06-19T12:42:00.135800Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:42:00.250928Z	    2 Query	SELECT 1
2023-06-19T12:42:00.290533Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:42:00.361939Z	    2 Query	SELECT 1
2023-06-19T12:42:00.365757Z	    2 Query	SELECT version()
2023-06-19T12:42:00.378898Z	    2 Query	SELECT 1
2023-06-19T12:42:00.387427Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:42:00.391866Z	    2 Query	SELECT 1
2023-06-19T12:42:00.399146Z	    2 Query	SELECT version()
2023-06-19T12:42:00.413611Z	    2 Query	SELECT 1
2023-06-19T12:42:00.423962Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:42:04.353357Z	    2 Query	SELECT 1
2023-06-19T12:42:04.353984Z	    2 Query	SELECT 1
2023-06-19T12:42:04.358213Z	    2 Query	SELECT 1
2023-06-19T12:42:04.358760Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:42:04.359542Z	    2 Query	SELECT 1
2023-06-19T12:42:04.360012Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:42:04.395494Z	    2 Query	SELECT 1
2023-06-19T12:42:04.396026Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:42:06.287906Z	   11 Query	SELECT DATABASE()
2023-06-19T12:42:06.289673Z	   11 Init DB	udacity
2023-06-19T12:42:06.291530Z	   11 Query	show databases
2023-06-19T12:42:06.299351Z	   11 Query	show tables
2023-06-19T12:42:06.300655Z	   11 Field List	Students 
2023-06-19T12:42:19.353508Z	    2 Query	SELECT 1
2023-06-19T12:42:19.354036Z	    2 Query	SELECT 1
2023-06-19T12:42:19.354898Z	    2 Query	SELECT 1
2023-06-19T12:42:19.355422Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:42:19.356157Z	    2 Query	SELECT 1
2023-06-19T12:42:19.356605Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:42:19.390251Z	    2 Query	SELECT 1
2023-06-19T12:42:19.390725Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:42:26.006934Z	   11 Query	SELECT * FROM Students
2023-06-19T12:42:34.353489Z	    2 Query	SELECT 1
2023-06-19T12:42:34.354104Z	    2 Query	SELECT 1
2023-06-19T12:42:34.354986Z	    2 Query	SELECT 1
2023-06-19T12:42:34.355510Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:42:34.356270Z	    2 Query	SELECT 1
2023-06-19T12:42:34.356725Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:42:34.391563Z	    2 Query	SELECT 1
2023-06-19T12:42:34.392083Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:42:49.354100Z	    2 Query	SELECT 1
2023-06-19T12:42:49.354676Z	    2 Query	SELECT 1
2023-06-19T12:42:49.355585Z	    2 Query	SELECT 1
2023-06-19T12:42:49.356132Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:42:49.356882Z	    2 Query	SELECT 1
2023-06-19T12:42:49.357355Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:42:49.388625Z	    2 Query	SELECT 1
2023-06-19T12:42:49.389160Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:43:00.020123Z	    2 Query	SELECT 1
2023-06-19T12:43:00.124657Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:43:00.197403Z	    2 Query	SELECT 1
2023-06-19T12:43:00.243992Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:43:00.284474Z	    2 Query	SELECT 1
2023-06-19T12:43:00.320618Z	    2 Query	SELECT version()
2023-06-19T12:43:00.344531Z	    2 Query	SELECT 1
2023-06-19T12:43:00.349529Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:43:00.352697Z	    2 Query	SELECT 1
2023-06-19T12:43:00.358277Z	    2 Query	SELECT version()
2023-06-19T12:43:00.377835Z	    2 Query	SELECT 1
2023-06-19T12:43:00.410951Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:43:04.353083Z	    2 Query	SELECT 1
2023-06-19T12:43:04.353733Z	    2 Query	SELECT 1
2023-06-19T12:43:04.354580Z	    2 Query	SELECT 1
2023-06-19T12:43:04.355139Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:43:04.355878Z	    2 Query	SELECT 1
2023-06-19T12:43:04.356330Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:43:04.387081Z	    2 Query	SELECT 1
2023-06-19T12:43:04.387626Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:43:19.353412Z	    2 Query	SELECT 1
2023-06-19T12:43:19.353969Z	    2 Query	SELECT 1
2023-06-19T12:43:19.354808Z	    2 Query	SELECT 1
2023-06-19T12:43:19.355360Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:43:19.356096Z	    2 Query	SELECT 1
2023-06-19T12:43:19.356542Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:43:19.386749Z	    2 Query	SELECT 1
2023-06-19T12:43:19.387332Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:43:34.353520Z	    2 Query	SELECT 1
2023-06-19T12:43:34.354232Z	    2 Query	SELECT 1
2023-06-19T12:43:34.355138Z	    2 Query	SELECT 1
2023-06-19T12:43:34.355675Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:43:34.356411Z	    2 Query	SELECT 1
2023-06-19T12:43:34.356912Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:43:34.407616Z	    2 Query	SELECT 1
2023-06-19T12:43:34.408193Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:43:49.353551Z	    2 Query	SELECT 1
2023-06-19T12:43:49.354154Z	    2 Query	SELECT 1
2023-06-19T12:43:49.355039Z	    2 Query	SELECT 1
2023-06-19T12:43:49.355555Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:43:49.356312Z	    2 Query	SELECT 1
2023-06-19T12:43:49.356752Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:43:49.379415Z	   12 Connect	rdsadmin@localhost on  using Socket
2023-06-19T12:43:49.379467Z	   12 Statistics	
2023-06-19T12:43:49.381976Z	   12 Quit	
2023-06-19T12:43:49.410588Z	    2 Query	SELECT 1
2023-06-19T12:43:49.411229Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:44:00.020869Z	    2 Query	SELECT 1
2023-06-19T12:44:00.075615Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:44:00.194988Z	    2 Query	SELECT 1
